ESTADO_NOTICIA,ETAPA,ANIO_HECHO,DEPARTAMENTO,MUNICIPIO,IMPUTACION,CONDENA,ACUSACION,CAPTURA,SEXO_VICTIMA,GRUPO_EDAD_VICTIMA,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_VICTIMAS
INACTIVO,EJECUCIÓN DE PENAS,2019,Meta,VILLAVICENCIO,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,TERMINACIÓN ANTICIPADA,2019,Santander,LOS SANTOS,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,INDAGACIÓN,2020,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,7
ACTIVO,JUICIO,2019,Magdalena,CIÉNAGA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2018,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2019,Valle del Cauca,CALI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Tolima,CARMEN DE APICALÁ,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Cauca,INZÁ,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Cundinamarca,APULO,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,Valle del Cauca,CANDELARIA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Caldas,MANIZALES,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2015,Boyaca,TUNJA,NO,NO,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,Antioquia,ITAGUI,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,QUERELLABLE,2018,Bolívar,CARTAGENA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,Cesar,GAMARRA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2019,Magdalena,PLATO,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,INDAGACIÓN,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Boyaca,PUERTO BOYACÁ,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Atlántico,BARRANQUILLA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,QUERELLABLE,2020,Bolívar,CARTAGENA,NO,NO,NO,NO,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2015,La Guajira,MAICAO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
ACTIVO,TERMINACIÓN ANTICIPADA,2018,"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,SI,SI,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2019,Sucre,SINCELEJO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Tolima,IBAGUÉ,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2018,Valle del Cauca,CALI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Norte de Santander,CÚCUTA,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,2
ACTIVO,JUICIO,2020,La Guajira,MAICAO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Venezuela,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,YUMBO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,TORO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,CARTAGO,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Chocó,MEDIO SAN JUAN,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2018,Antioquia,MEDELLÍN,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,2
ACTIVO,JUICIO,2018,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INVESTIGACIÓN,2019,Antioquia,GUARNE,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,,NO,1
ACTIVO,JUICIO,2018,Atlántico,PONEDERA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2017,Caquetá,VALPARAÍSO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Cauca,MIRANDA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2020,Huila,NEIVA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Antioquia,SAN FRANCISCO,SI,SI,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Antioquia,RETIRO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2016,"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2017,Magdalena,ARIGUANÍ,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2015,Meta,PUERTO GAITÁN,NO,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Valle del Cauca,CANDELARIA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,3
INACTIVO,EJECUCIÓN DE PENAS,2018,Risaralda,PEREIRA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2017,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Antioquia,LA ESTRELLA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Nariño,TANGUA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,JUICIO,2020,Tolima,FLANDES,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Meta,ACACÍAS,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2015,Valle del Cauca,CALI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2020,Huila,CAMPOALEGRE,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Cauca,GUAPI,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2017,Cauca,POPAYÁN,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Risaralda,LA VIRGINIA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Chocó,QUIBDO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2019,Norte de Santander,CÚCUTA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2016,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Antioquia,COPACABANA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Cundinamarca,VILLAPINZÓN,SI,SI,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2020,Tolima,HONDA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Magdalena,ZONA BANANERA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Valle del Cauca,YUMBO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Córdoba,MONTELÍBANO,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,9
INACTIVO,INDAGACIÓN,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2018,Nariño,POTOSÍ,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,CALI,SI,NO,NO,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Tolima,VENADILLO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2017,Valle del Cauca,YUMBO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2020,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,JUICIO,2020,Casanare,YOPAL,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
ACTIVO,JUICIO,2019,Risaralda,MARSELLA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2019,Córdoba,MONTERÍA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2019,Cesar,VALLEDUPAR,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,2
INACTIVO,INDAGACIÓN,2018,Caldas,MANIZALES,NO,NO,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Valle del Cauca,TULUÁ,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2020,Valle del Cauca,CALI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2016,Valle del Cauca,PALMIRA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,INDAGACIÓN,2017,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,3
ACTIVO,JUICIO,2017,Huila,PITALITO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,Córdoba,TIERRALTA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2020,Cesar,PELAYA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,Chocó,CÉRTEGUI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2016,La Guajira,SAN JUAN DEL CESAR,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2020,Antioquia,MEDELLÍN,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Antioquia,ANORÍ,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2020,Magdalena,EL BANCO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2018,Valle del Cauca,TULUÁ,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Valle del Cauca,CALI,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2020,Bolívar,CARTAGENA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2020,Cundinamarca,GUASCA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2018,Valle del Cauca,CALI,NO,NO,NO,NO,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Santander,BUCARAMANGA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2018,Tolima,IBAGUÉ,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2019,Huila,NEIVA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,INDAGACIÓN,2019,Santander,FLORIDABLANCA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Valle del Cauca,RESTREPO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2020,Valle del Cauca,CALI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2017,Sucre,SAN MARCOS,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2020,Valle del Cauca,CALI,NO,NO,NO,NO,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2016,Cauca,ARGELIA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2020,Santander,BUCARAMANGA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Tolima,ALVARADO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Caldas,CHINCHINÁ,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2018,Antioquia,MEDELLÍN,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,3
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,CALI,SI,SI,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Quindío,ARMENIA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2020,Antioquia,MEDELLÍN,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Antioquia,ITAGUI,SI,SI,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,YALÍ,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Meta,PUERTO LÓPEZ,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,NO,1
ACTIVO,INDAGACIÓN,2019,Valle del Cauca,ZARZAL,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,9
INACTIVO,EJECUCIÓN DE PENAS,2020,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,7
ACTIVO,JUICIO,2016,Norte de Santander,CÚCUTA,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2019,Magdalena,SANTA MARTA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Casanare,TAURAMENA,SI,SI,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2015,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Antioquia,SEGOVIA,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,MEDELLÍN,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Antioquia,BETULIA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Tolima,IBAGUÉ,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2017,Antioquia,LA ESTRELLA,NO,NO,NO,NO,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Magdalena,SAN ZENÓN,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2015,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2018,Antioquia,PUERTO BERRÍO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2017,Risaralda,SANTUARIO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,JUICIO,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Antioquia,BELLO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2018,Cesar,AGUSTÍN CODAZZI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Caldas,RISARALDA,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2019,Meta,VILLAVICENCIO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,2
ACTIVO,JUICIO,2020,Magdalena,SANTA MARTA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2018,Bolívar,ARJONA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Norte de Santander,LOS PATIOS,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,ENVIGADO,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2019,Santander,LANDÁZURI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,INDAGACIÓN,2020,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,7
INACTIVO,EJECUCIÓN DE PENAS,2019,Tolima,ESPINAL,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Venezuela,NO,1
ACTIVO,JUICIO,2019,Meta,VILLAVICENCIO,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2016,Casanare,YOPAL,SI,SI,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Valle del Cauca,DAGUA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Valle del Cauca,PALMIRA,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2018,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,3
INACTIVO,EJECUCIÓN DE PENAS,2019,Santander,PIEDECUESTA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Valle del Cauca,BUENAVENTURA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,CALI,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2018,Huila,NEIVA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2020,Huila,PALESTINA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2018,Cauca,ALMAGUER,NO,NO,NO,NO,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2017,Antioquia,LA ESTRELLA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2020,Valle del Cauca,LA CUMBRE,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2017,Antioquia,MEDELLÍN,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Córdoba,PUERTO LIBERTADOR,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,TERMINACIÓN ANTICIPADA,2019,Norte de Santander,LA ESPERANZA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2019,Cundinamarca,SOACHA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,INDAGACIÓN,2017,Antioquia,MEDELLÍN,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2019,Valle del Cauca,CARTAGO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,TERMINACIÓN ANTICIPADA,2020,Cundinamarca,SUESCA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
