ESTADO_NOTICIA,ETAPA,ANIO_HECHO,DEPARTAMENTO,MUNICIPIO,IMPUTACION,CONDENA,ACUSACION,CAPTURA,SEXO_VICTIMA,GRUPO_EDAD_VICTIMA,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_VICTIMAS
ACTIVO,JUICIO,2019,Cauca,CALDONO,SI,NO,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,Córdoba,LOS CÓRDOBAS,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2018,Cundinamarca,SUBACHOQUE,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
ACTIVO,INDAGACIÓN,2018,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,4
INACTIVO,EJECUCIÓN DE PENAS,2018,Antioquia,SANTA BARBARA,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2020,Valle del Cauca,YUMBO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2020,Tolima,ALVARADO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INVESTIGACIÓN,2020,Antioquia,MEDELLÍN,SI,NO,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2017,Antioquia,MEDELLÍN,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,Huila,NEIVA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2018,Meta,SAN MARTÍN,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,TERMINACIÓN ANTICIPADA,2019,Tolima,NATAGAIMA,SI,NO,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Valle del Cauca,DAGUA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,3
INACTIVO,EJECUCIÓN DE PENAS,2016,Caldas,SUPÍA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2017,Valle del Cauca,YUMBO,SI,NO,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,3
INACTIVO,EJECUCIÓN DE PENAS,2018,Antioquia,MEDELLÍN,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
INACTIVO,INDAGACIÓN,2018,Cauca,POPAYÁN,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Bolívar,CANTAGALLO,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Meta,LEJANÍAS,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
ACTIVO,JUICIO,2020,Caquetá,ALBANIA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2020,Cauca,TOTORÓ,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,INVESTIGACIÓN,2020,Atlántico,SOLEDAD,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Boyaca,MONIQUIRÁ,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,JUICIO,2016,Valle del Cauca,CALI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,Caldas,MANIZALES,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Boyaca,PUERTO BOYACÁ,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,GIRARDOTA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Risaralda,PEREIRA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,JUICIO,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2020,Huila,NEIVA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2019,Putumayo,PUERTO ASÍS,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Antioquia,ANORÍ,SI,SI,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Valle del Cauca,CALI,SI,SI,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Risaralda,QUINCHÍA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Valle del Cauca,DAGUA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2020,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,NO,2
INACTIVO,INDAGACIÓN,2019,Bolívar,CARTAGENA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Valle del Cauca,CALI,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,BARBOSA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INVESTIGACIÓN,2020,Antioquia,MEDELLÍN,SI,NO,SI,SI,MASCULINO,JUVENTUD 18 - 28,,NO,1
ACTIVO,INDAGACIÓN,2018,Cauca,PUERTO TEJADA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,TERMINACIÓN ANTICIPADA,2017,Tolima,SAN LUIS,SI,NO,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2017,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2016,Caldas,PÁCORA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2017,Magdalena,EL BANCO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2019,Caquetá,SAN VICENTE DEL CAGUÁN,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Cauca,POPAYÁN,SI,SI,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2017,Huila,HOBO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2020,Caldas,MARMATO,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2020,Cesar,EL COPEY,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,BELLO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2016,Bolívar,EL CARMEN DE BOLÍVAR,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2018,Meta,URIBE,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,TERMINACIÓN ANTICIPADA,2018,Putumayo,VALLE DEL GUAMUEZ,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2019,Antioquia,BELLO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Putumayo,PUERTO ASÍS,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2020,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,3
ACTIVO,JUICIO,2017,Cesar,AGUSTÍN CODAZZI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2016,Valle del Cauca,CALI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,Atlántico,BARANOA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Santander,BUCARAMANGA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2019,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Boyaca,TÓPAGA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Tolima,IBAGUÉ,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Santander,PIEDECUESTA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Valle del Cauca,CALI,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Antioquia,ENVIGADO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2015,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,La Guajira,MAICAO,NO,NO,NO,NO,MASCULINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2019,Arauca,TAME,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2020,Magdalena,EL BANCO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,BUENAVENTURA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Cundinamarca,LA VEGA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INVESTIGACIÓN,2020,Casanare,MANÍ,SI,NO,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,SI,6
ACTIVO,JUICIO,2018,Cauca,POPAYÁN,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Cesar,VALLEDUPAR,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,INDAGACIÓN,2017,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2018,Quindío,CIRCASIA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INVESTIGACIÓN,2020,Nariño,SANDONÁ,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2019,Antioquia,MEDELLÍN,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,,NO,1
ACTIVO,JUICIO,2019,Bolívar,MAGANGUÉ,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2019,Magdalena,PLATO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Cundinamarca,EL ROSAL,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2020,Atlántico,BARRANQUILLA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Córdoba,MOÑITOS,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Valle del Cauca,CALI,NO,NO,NO,NO,,JUVENTUD 18 - 28,,NO,1
ACTIVO,INDAGACIÓN,2019,Cundinamarca,SOACHA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INVESTIGACIÓN,2020,Antioquia,MEDELLÍN,SI,NO,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2017,Cauca,TIMBIQUÍ,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,2
INACTIVO,EJECUCIÓN DE PENAS,2016,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Cundinamarca,EL COLEGIO,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INVESTIGACIÓN,2018,Meta,GRANADA,SI,SI,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Huila,RIVERA,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Tolima,RIOBLANCO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,EJECUCIÓN DE PENAS,2018,Tolima,COYAIMA,NO,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Meta,VILLAVICENCIO,SI,SI,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2018,Cauca,SANTANDER DE QUILICHAO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2017,Meta,VILLAVICENCIO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2020,Atlántico,BARRANQUILLA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,EJECUCIÓN DE PENAS,2017,Caldas,MANIZALES,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Cundinamarca,MOSQUERA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2019,Magdalena,ARIGUANÍ,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Huila,CAMPOALEGRE,SI,NO,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Quindío,QUIMBAYA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2019,Antioquia,GIRARDOTA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Valle del Cauca,TULUÁ,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2017,Atlántico,MALAMBO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Antioquia,MEDELLÍN,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2018,Cesar,CURUMANÍ,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2016,Tolima,FRESNO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2019,Caquetá,CARTAGENA DEL CHAIRÁ,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2017,Valle del Cauca,GUADALAJARA DE BUGA,SI,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Huila,SAN AGUSTÍN,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INVESTIGACIÓN,2019,Bolívar,CARTAGENA,SI,NO,NO,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,JUICIO,2019,Cesar,LA JAGUA DE IBIRICO,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Magdalena,SANTA MARTA,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2020,Meta,VILLAVICENCIO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2019,Meta,VILLAVICENCIO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,4
ACTIVO,JUICIO,2018,Valle del Cauca,CAICEDONIA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Bolívar,CARTAGENA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Tolima,CHAPARRAL,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Atlántico,BARRANQUILLA,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Boyaca,SOGAMOSO,SI,SI,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Huila,NEIVA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2020,Putumayo,MOCOA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,TERMINACIÓN ANTICIPADA,2019,Chocó,QUIBDO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2017,Risaralda,PEREIRA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2020,Huila,NEIVA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,JUICIO,2020,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2019,Sucre,SAN LUIS DE SINCÉ,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2019,Valle del Cauca,CALI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,3
INACTIVO,EJECUCIÓN DE PENAS,2019,Antioquia,MEDELLÍN,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,6
ACTIVO,JUICIO,2020,Atlántico,BARRANQUILLA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,2
INACTIVO,EJECUCIÓN DE PENAS,2017,Valle del Cauca,CALI,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,2
INACTIVO,INDAGACIÓN,2020,Chocó,TADÓ,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,INDAGACIÓN,2016,Cauca,POPAYÁN,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2020,Valle del Cauca,CALI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,4
ACTIVO,JUICIO,2019,Antioquia,MEDELLÍN,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
ACTIVO,INDAGACIÓN,2019,Huila,CAMPOALEGRE,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,INDAGACIÓN,2017,Santander,GUACA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,INDAGACIÓN,2018,Bolívar,MARÍA LA BAJA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2017,Santander,BUCARAMANGA,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2020,Santander,BARRANCABERMEJA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Antioquia,SOPETRÁN,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2019,Tolima,PLANADAS,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2020,Caquetá,FLORENCIA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Cauca,POPAYÁN,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2020,Cauca,POPAYÁN,SI,NO,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2019,Putumayo,PUERTO ASÍS,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Valle del Cauca,JAMUNDÍ,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
INACTIVO,INDAGACIÓN,2016,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,2
ACTIVO,JUICIO,2020,Valle del Cauca,BUENAVENTURA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
INACTIVO,INDAGACIÓN,2019,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2017,Boyaca,SOGAMOSO,SI,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2019,Tolima,IBAGUÉ,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2017,Atlántico,MALAMBO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INVESTIGACIÓN,2019,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Cauca,SANTANDER DE QUILICHAO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2017,Atlántico,BARRANQUILLA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2019,Sucre,COROZAL,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Bolívar,MOMPÓS,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2020,Cundinamarca,SOACHA,SI,SI,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Cauca,POPAYÁN,SI,SI,NO,NO,MASCULINO,JUVENTUD 18 - 28,Colombia,SI,1
